Unique, e.g. D001;Must match Cities sheet;Must match POIs sheet;English name;中文名;"street_food
noodle
rice
soup
dumpling
hotpot
barbecue
dessert
drink
snack
pastry
seafood
stir_fry";vegetarian, vegan, halal, no_pork, no_beef, dairy_free, nut_free, egg_free, low_spice;"2–3 concise objective sentences:
- what the dish is
- main ingredients
- how it is commonly served / tasted"; D001_cover.jpg
cuisine_id;city_id;poi_id;dish_name_en;dish_name_cn;category;tag;discription;image
D001;BJ;BJ022;Peking Duck;北京烤鸭;barbecue;no_pork, dairy_free, nut_free, egg_free;Peking Duck is a world-famous Beijing dish featuring roasted duck with crispy skin and tender meat. It is traditionally sliced in front of diners and served wrapped in thin pancakes with sweet bean sauce, cucumber, and scallions. The skin is often dipped in sugar for a melt-in-the-mouth texture.;D001_cover.jpg
D002;BJ;BJ005;Braised Sea Cucumber with Scallions;葱烧海参;seafood;no_pork, dairy_free, nut_free, egg_free, low_spice;This is a classic Shandong masterpiece featured at DaDong, showcasing premium sea cucumber braised with caramelized Chinese scallions. The sea cucumber absorbs the rich, savory, and slightly sweet sauce while retaining a gelatinous yet firm texture. It is a highly celebrated delicacy in high-end Chinese dining.;D002_cover.jpg
D003;BJ;BJ024;Instant-Boiled Mutton;老北京涮羊肉;hotpot;halal, no_pork, dairy_free, nut_free, egg_free;A traditional Beijing-style hotpot featuring paper-thin slices of high-quality mutton quick-boiled in a copper pot with clear broth. It is traditionally paired with a rich dipping sauce made of sesame paste, fermented bean curd, and leek flower sauce. The dish highlights the natural, tender flavor of premium lamb.;D003_cover.jpg
D004;BJ;BJ025;Fresh Mutton Slices;手切鲜羊肉;hotpot;halal, no_pork, dairy_free, nut_free, egg_free;A signature offering at JuBaoYuan featuring fresh, hand-cut mutton slices that are thick yet incredibly tender. Unlike frozen rolled meat, these fresh cuts stick to the plate even when turned upside down, proving their premium moisture control and quality. It offers a chewy, juicy texture after a brief poaching in the hotpot.;D004_cover.jpg
D005;BJ;BJ026;Stir-fried Pig's Liver;姚记炒肝;soup;dairy_free, nut_free, egg_free, low_spice;A legendary Beijing street food consisting of thoroughly cleaned pig's liver and intestines thoroughly stewed in a thick, glossy soup flavored with garlic and soy sauce. The soup is thickened with starch to achieve a smooth texture, resulting in a savory and aromatic local comfort breakfast.;D005_cover.jpg
D006;BJ;BJ027;Deep-Fried Dough Rings;焦圈;snack;vegetarian, vegan, no_pork, no_beef, dairy_free, nut_free, egg_free;A classic, ring-shaped traditional Beijing snack made of flour that is deep-fried to a golden, translucent crispness. It has an incredibly crunchy texture and can be preserved for days without losing its crispness. Locals almost always pair it with fermented mung bean milk (Douzhi) or savor it inside a sesame flatbread.;D006_cover.jpg
D007;BJ;BJ028;Matsutake and Chicken Soup;松茸鸡汤;soup;no_pork, no_beef, dairy_free, nut_free, egg_free, low_spice;It‘s a premium, clear double-boiled chicken soup combining nourishing fresh yams and highly prized matsutake mushrooms. The soup delivers an intensely clean, and elegant aroma while preserving the natural health benefits of the ingredients.;D007_cover.jpg
D008;BJ;BJ028;Steamed Chicken Feet with Black Bean Sauce;豉汁蒸凤爪;snack;no_pork, no_beef, dairy_free, nut_free, egg_free, low_spice;A quintessential Cantonese dim sum dish featuring deep-fried then steamed chicken feet braised in a savory, aromatic fermented black bean sauce. The culinary process creates an incredibly puffed, tender texture where the skin easily separates from the bone.;D008_cover.jpg
D009;BJ;BJ028;Pineapple Bun with Cold Butter;冰火菠萝油;pastry;vegetarian, no_pork, no_beef, nut_free, low_spice;A classic Cantonese bakery favorite featuring a freshly baked, warm pineapple bun sliced open with a thick slab of ice-cold butter stuffed inside. The bun itself contains no actual pineapple but is named for its sweet, crunchy, pineapple-textured cookie crust. It offers a sensory delight from the temperature contrast and the rich butter melting into the soft, sweet bread.;D009_cover.jpg
D010;BJ;BJ028;Black Bean Qizi Pastry;黑豆起子馍;pastry;vegetarian, no_pork, no_beef, nut_free, egg_free, low_spice;A traditional Beijing-style baked pastry from the historic Daoxiangcun bakery, made with a leavened dough base and filled with a nutritious black bean paste. It features a dense, slightly chewy, and layered bread-like texture with a subtle natural sweetness from the beans.;D010_cover.jpg
D011;BJ;BJ028;Oat Lattice Pastry;稻香村燕麦格子酥;pastry;vegetarian, no_pork, no_beef, nut_free, egg_free, low_spice;A modern, health-conscious traditional pastry from Daoxiangcun featuring a distinct lattice-patterned outer crust made with wholesome oats. It has a delightfully crisp, flaky texture and is lightly sweetened to highlight the natural, nutty aroma of the grains. This nutritious snack is popular among health-focused individuals looking for a fiber-rich and comforting accompaniment to tea.;D011_cover.jpg
D012;BJ;BJ030;Traditional Beef Meat Pie;一品牛肉肉饼;dumpling;no_pork, dairy_free, nut_free, egg_free;A classic northern Chinese pan-fried meat pie filled with a generous, juicy mixture of seasoned minced beef and scallions wrapped in thin dough. The pie is pan-fried until both sides achieve a beautiful golden-brown, crispy crust while locking the savory juices inside.;D012_cover.jpg
D013;BJ;BJ023;Mixed Bean Sprout with Sauce;巧拌豆苗;salad;vegetarian, vegan, no_pork, no_beef, dairy_free, nut_free, egg_free, low_spice;A refreshing cold appetizer featuring crisp, tender young pea shoots lightly blanched and quickly shocked in ice water. The sprouts are tossed in a delicate, savory sauce typically made with light soy sauce, sesame oil, and a touch of vinegar. It offers a clean, vibrant taste profile that beautifully highlights the natural sweetness and crunchy texture of fresh greens.;D013_cover.jpg
D014;BJ;BJ005;Sesame Flatbread;麻酱烧饼;pastry;halal, vegetarian, no_pork, no_beef, dairy_free, egg_free;A beloved traditional Beijing baked flatbread layered generously with rich sesame paste and savory hints of Chinese five-spice powder. The exterior is coated with a dense layer of aromatic white sesame seeds and baked until beautifully crispy, while the interior remains soft and multi-layered.;D014_cover.jpg
D015;BJ;BJ024;Braised Mutton Tots;红烧羊尾油;cooked_dish;halal, no_pork, dairy_free, nut_free, egg_free;A unique, traditional halal delicacy featuring rich bits of mutton tail fat braised in a savory, deep soy-based sauce. The fat is rendered carefully until it achieves a unique, melt-in-the-mouth texture that is highly aromatic without being overwhelmingly greasy. It represents an authentic, old-school flavor favored by traditional Beijing food enthusiasts.;D015_cover.jpg
D016;SH;SH008;German Pork Knuckle;德式烤猪肘;barbecue;low_spice, no_beef;German Pork Knuckle is a traditional German roasted meat dish featuring crispy skin and tender pork. It is commonly served with sauerkraut and mashed potatoes and is one of the signature dishes at Paulaner Restaurant.;D016_cover.jpg
D017;SH;SH019, SH024;Xiaolongbao;小笼包;dumpling;no_beef;Xiaolongbao is a famous Shanghainese steamed dumpling filled with seasoned pork and rich soup. The thin wrapper and juicy filling make it one of the most iconic dishes in Shanghai cuisine. It is traditionally served in bamboo steamers and enjoyed with vinegar and ginger.;D017_cover.jpg
D018;SH;SH019;Shanghai Red Broth Noodles;红汤面;noodle;low_spice, no_beef;Shanghai Red Broth Noodles are a traditional local noodle dish served in a rich soy-based broth. The savory flavor and comforting texture make it a popular everyday meal in Shanghai.;D018_cover.jpg
D019;SH;SH019, SH025;Squirrel-Shaped Mandarin Fish;松鼠桂鱼;seafood;low_spice, no_pork, no_beef;Squirrel-Shaped Mandarin Fish is a famous Jiangnan dish made from deep-fried mandarin fish topped with a sweet and sour sauce. Its unique appearance and crispy texture make it a popular specialty in Shanghai cuisine.;D019_cover.jpg
D020;SH;SH025, SH047;Tofu with Crab Roe;蟹粉豆腐;seafood;low_spice, no_pork, no_beef;Tofu with Crab Roe combines silky tofu with rich crab roe sauce, creating a delicate and flavorful dish. It is a well-known specialty often found in Shanghainese restaurants.;D020_cover.jpg
D021;SH;SH026;Shengjianbao;生煎;dumpling;no_beef;Shengjianbao is a famous Shanghainese pan-fried bun filled with juicy pork and savory broth. Its crispy bottom and flavorful filling make it one of Shanghai’s most iconic street foods.;D021_cover.jpg
D022;SH;SH047;Red Bean Sponge Cake;赤豆松糕;dessert;vegetarian, no_pork, no_beef;Red Bean Sponge Cake is a traditional Shanghainese dessert made with glutinous rice flour and sweet red beans. Its soft texture and mildly sweet flavor make it a popular local treat.;D022_cover.jpg
D023;SH;SH047;Shaoxing Wine Chicken;绍兴酒香鸡;cooked_dish;low_spice, no_pork, no_beef;Shaoxing Wine Chicken is a traditional Jiangnan-style cold dish made with tender chicken marinated in Shaoxing rice wine. Its delicate flavor and aromatic fragrance make it a popular appetizer in Shanghainese cuisine.;D023_cover.jpg
D024;SH;SH037;Black Truffle Potato Pancake;黑松露土豆麦饼;cooked_dish;vegetarian, no_pork, no_beef;Black Truffle Potato Pancake is a crispy savory pancake made with potato and black truffle. Its rich aroma and delicate flavor make it a popular vegetarian dish in modern Shanghainese restaurants.;D024_cover.jpg
D025;XA;XA016,XA018;Roujiamo;肉夹馍;street_food;low_spice;Roujiamo is a traditional Shaanxi street food made with chopped braised pork stuffed inside baked flatbread. Beef versions are also available in Muslim restaurants. It is known for its savory flavor and crispy bread texture.;D025_cover.jpg
D026;XA;XA016,XA018;Liangpi;凉皮;noodle;vegetarian, low_spice;Liangpi is a cold noodle dish made from wheat or rice starch. It is typically served with chili oil, vinegar, garlic, cucumber, and sesame sauce. The dish is especially popular during summer because of its refreshing taste.;D026_cover.jpg
D027;XA;XA017;Biangbiang Noodles;Biangbiang面;noodle;vegetarian, low_spice;Biangbiang Noodles are wide hand-pulled noodles commonly served with chili oil, vegetables, and garlic. The noodles are known for their chewy texture and rich savory flavor. They are one of the most iconic noodle dishes in Shaanxi cuisine.;D027_cover.jpg
D028;XA;XA019,XA021;Beef and Lamb Paomo;牛羊肉泡馍;soup;halal, no_pork;Beef and Lamb Paomo is a traditional Xi’an soup dish made with crumbled flatbread soaked in rich beef or lamb broth. It is often served with glass noodles, green onions, and pickled garlic. The dish is strongly associated with Xi’an’s Muslim food culture.;D028_cover.jpg
D029;XA;XA017;Shaanxi Oil-Splashed Noodles;油泼面;noodle;vegetarian, low_spice;Shaanxi Oil-Splashed Noodles are hand-pulled noodles topped with garlic, chili powder, green onions, and hot oil. The hot oil releases the aroma of the spices before serving. The dish is famous for its rich and fragrant flavor.;D029_cover.jpg
D030;XA;XA020;Sticky Rice with Red Dates;甑糕;dessert;vegetarian;Sticky Rice with Red Dates is a traditional Shaanxi dessert made with glutinous rice and sweet red dates. The texture is soft and sticky with a naturally sweet taste. It is commonly eaten as a snack or dessert.;D030_cover.jpg
D031;XA;XA020;Yogurt Ice Dessert;酸奶冰酪;dessert;vegetarian, low_spice;Yogurt Ice Dessert is a cold dairy dessert inspired by local Shaanxi flavors. It is commonly made with yogurt, nuts, fruits, or traditional pastry toppings. The dessert is especially popular during summer.;D031_cover.jpg
D032;CQ;CQ021;Secret Soy Sauce Chicken;秘制酱油鸡;steamed_dish;no_pork, low_spice;Secret Soy Sauce Chicken is a signature homestyle dish at Xiyangyang, made with tender chicken braised in a savory soy-based sauce. It tastes salty, slightly sweet, and aromatic, usually served as a shared main dish.;D032_cover.jpg
D033;CQ;CQ021;Millet-Steamed Pork Ribs;小米排骨;steamed_dish;low_spice;Millet-Steamed Pork Ribs are pork ribs steamed with millet until soft and fragrant. The millet absorbs the meat juices, giving the dish a rich but not greasy texture.;D033_cover.jpg
D034;CQ;CQ021;Yu-Shiang Shredded Pork;鱼香肉丝;stir_fry;;Yu-Shiang Shredded Pork is a classic Sichuan-style stir-fried dish made with shredded pork, wood ear mushrooms, bamboo shoots, and a sweet, sour, and mildly spicy garlic sauce. It is commonly served with steamed rice and is known for its rich “fish-fragrant” flavor, even though it does not contain fish.;D034_cover.jpg
D035;CQ;CQ022;Chongqing Hotpot;重庆火锅;hotpot;;Chongqing Hotpot is a classic spicy hotpot dish served with a rich red oil broth and various ingredients such as beef, tripe, vegetables, tofu skin, and mushrooms. It is known for its numbing, spicy flavor and is commonly enjoyed as a shared meal with dipping sauce.;D035_cover.jpg
D036;CQ;CQ023;Paper-Wrapped Fish;纸包鱼;fish;no_pork;Paper-Wrapped Fish is a Chongqing-style fish dish wrapped and cooked with spicy sauce and vegetables. The fish stays tender while absorbing the savory and spicy seasoning.;D036_cover.jpg
D037;CQ;CQ024;Fire-Fried Yellow Throat;火爆黄喉;stir_fry;;Fire-Fried Yellow Throat is a Chongqing stir-fried dish known for its crisp texture and strong wok aroma. It is usually cooked quickly with chili and spices for a bold, numbing flavor.;D037_cover.jpg
D038;CQ;CQ025;Pea and Minced Pork Noodles;豌豆杂酱面;noodle;;Pea and Minced Pork Noodles combine soft peas, minced pork sauce, and chewy noodles. The dish is hearty and savory, often mixed well before eating.;D038_cover.jpg
D039;CQ;CQ025;Chongqing Noodles;重庆小面;noodle;vegetarian;Chongqing Noodles are a simple but iconic noodle dish seasoned with chili oil, garlic, scallions, and soy sauce. It is commonly served as a quick street-style meal with a fragrant spicy taste.;D039_cover.jpg
D040;CQ;CQ026;Fresh Milk Mochi;鲜奶麻薯;dessert;vegetarian, low_spice;Fresh Milk Mochi is a soft and chewy dessert made with milk, sugar, and starch. It has a creamy, mildly sweet flavor and is often served with various toppings such as crushed Oreo, matcha powder, crushed peanuts, soybean powder, and brown sugar syrup.;D040_cover.jpg
D041;CQ;CQ026;Iced Tofu Pudding;冰豆花;dessert;vegetarian, low_spice;Iced Tofu Pudding is a refreshing Chongqing-style dessert made with soft tofu pudding served chilled with sweet syrup and toppings. It is light, smooth, and commonly eaten as a cooling snack after spicy food.;D041_cover.jpg
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
